id,input,output,text
10,The effects of unitary medicines interleukin (IL) 1β and tumor necrosis factor α (TNF-α) at 27 CH were appraised in an intestinal model of inflammation.,"[{'entity1': 'Interleukin 1β', 'relationship': 'effects appraised', 'entity2': 'intestinal inflammation'}, {'entity1': 'Tumor necrosis factor α', 'relationship': 'effects appraised', 'entity2': 'intestinal inflammation'}]","<s>[INST] Extract the entities and relationships from the following text: </s>[SYS] User prompt [/INST] The effects of unitary medicines interleukin (IL) 1β and tumor necrosis factor α (TNF-α) at 27 CH were appraised in an intestinal model of inflammation. </s> Model answer <s>[{'entity1': 'Interleukin 1β', 'relationship': 'effects appraised', 'entity2': 'intestinal inflammation'}, {'entity1': 'Tumor necrosis factor α', 'relationship': 'effects appraised', 'entity2': 'intestinal inflammation'}]</s>"
11,Complex micro-immunotherapy formulations consist of a unique association of active substances to channel a specific biological response.,"[{'entity1': 'Complex formulations', 'relationship': 'association of active substances', 'entity2': 'specific biological response'}]","<s>[INST] Extract the entities and relationships from the following text: </s>[SYS] User prompt [/INST] Complex micro-immunotherapy formulations consist of a unique association of active substances to channel a specific biological response. </s> Model answer <s>[{'entity1': 'Complex formulations', 'relationship': 'association of active substances', 'entity2': 'specific biological response'}]</s>"
12,The study aimed to assess the effects of unitary medicines interleukin (IL) 1β and tumor necrosis factor α (TNF-α) in an intestinal inflammation model.,"[{'entity1': 'Study', 'relationship': 'aimed to assess effects of', 'entity2': 'Interleukin 1β'}, {'entity1': 'Study', 'relationship': 'aimed to assess effects of', 'entity2': 'Tumor necrosis factor α'}, {'entity1': 'Study', 'relationship': 'aimed to assess effects in', 'entity2': 'intestinal inflammation model'}]","<s>[INST] Extract the entities and relationships from the following text: </s>[SYS] User prompt [/INST] The study aimed to assess the effects of unitary medicines interleukin (IL) 1β and tumor necrosis factor α (TNF-α) in an intestinal inflammation model. </s> Model answer <s>[{'entity1': 'Study', 'relationship': 'aimed to assess effects of', 'entity2': 'Interleukin 1β'}, {'entity1': 'Study', 'relationship': 'aimed to assess effects of', 'entity2': 'Tumor necrosis factor α'}, {'entity1': 'Study', 'relationship': 'aimed to assess effects in', 'entity2': 'intestinal inflammation model'}]</s>"
13,"Prostaglandin E2 (PGE2) and IL-6, with LD of IL-10, too; c-MIM-3 uses ULD of IL-6, IL-13 and oncostatin M (OSM), as well as LD of tumor growth factor β (TGF-β) and IL-1 receptor antagonist (IL-1Ra). Finally, c-MIM-4 employs ULD of IL-6 and IL-12 as well as LD of IL-4.","[{'entity1': 'Prostaglandin E2', 'relationship': 'associated with', 'entity2': 'IL-6'}, {'entity1': 'c-MIM-3', 'relationship': 'contains', 'entity2': 'IL-6'}, {'entity1': 'c-MIM-3', 'relationship': 'contains', 'entity2': 'IL-13'}, {'entity1': 'c-MIM-3', 'relationship': 'contains', 'entity2': 'Oncostatin M'}, {'entity1': 'c-MIM-3', 'relationship': 'contains', 'entity2': 'Tumor growth factor β'}, {'entity1': 'c-MIM-3', 'relationship': 'contains', 'entity2': 'IL-1 receptor antagonist'}, {'entity1': 'c-MIM-4', 'relationship': 'contains', 'entity2': 'IL-6'}, {'entity1': 'c-MIM-4', 'relationship': 'contains', 'entity2': 'IL-12'}, {'entity1': 'c-MIM-4', 'relationship': 'contains', 'entity2': 'IL-4'}]","<s>[INST] Extract the entities and relationships from the following text: </s>[SYS] User prompt [/INST] Prostaglandin E2 (PGE2) and IL-6, with LD of IL-10, too; c-MIM-3 uses ULD of IL-6, IL-13 and oncostatin M (OSM), as well as LD of tumor growth factor β (TGF-β) and IL-1 receptor antagonist (IL-1Ra). Finally, c-MIM-4 employs ULD of IL-6 and IL-12 as well as LD of IL-4. </s> Model answer <s>[{'entity1': 'Prostaglandin E2', 'relationship': 'associated with', 'entity2': 'IL-6'}, {'entity1': 'c-MIM-3', 'relationship': 'contains', 'entity2': 'IL-6'}, {'entity1': 'c-MIM-3', 'relationship': 'contains', 'entity2': 'IL-13'}, {'entity1': 'c-MIM-3', 'relationship': 'contains', 'entity2': 'Oncostatin M'}, {'entity1': 'c-MIM-3', 'relationship': 'contains', 'entity2': 'Tumor growth factor β'}, {'entity1': 'c-MIM-3', 'relationship': 'contains', 'entity2': 'IL-1 receptor antagonist'}, {'entity1': 'c-MIM-4', 'relationship': 'contains', 'entity2': 'IL-6'}, {'entity1': 'c-MIM-4', 'relationship': 'contains', 'entity2': 'IL-12'}, {'entity1': 'c-MIM-4', 'relationship': 'contains', 'entity2': 'IL-4'}]</s>"
14,"It is now well-recognized that chronic inflammation triggers a whole-body response and the activation of many feedback loops with interconnected effects. Moreover, as an integrated and complex system, the different anatomical parts of the body communicate between them.","[{'entity1': 'Chronic inflammation', 'relationship': 'triggers', 'entity2': 'whole-body response'}, {'entity1': 'Chronic inflammation', 'relationship': 'activates', 'entity2': 'feedback loops'}, {'entity1': 'Anatomical parts', 'relationship': 'communicate', 'entity2': 'between them'}]","<s>[INST] Extract the entities and relationships from the following text: </s>[SYS] User prompt [/INST] It is now well-recognized that chronic inflammation triggers a whole-body response and the activation of many feedback loops with interconnected effects. Moreover, as an integrated and complex system, the different anatomical parts of the body communicate between them. </s> Model answer <s>[{'entity1': 'Chronic inflammation', 'relationship': 'triggers', 'entity2': 'whole-body response'}, {'entity1': 'Chronic inflammation', 'relationship': 'activates', 'entity2': 'feedback loops'}, {'entity1': 'Anatomical parts', 'relationship': 'communicate', 'entity2': 'between them'}]</s>"
15,Recent literature delineated the importance of IL-8 and IL-10 in the molecular mechanisms driving GI inflammatory diseases. The fact that c-MIM-1 includes ULD of IL-8 and LD of IL-10 in its formulation thus motivated the choice of assessing the cellular effects of this medicine in an in vitro model of intestinal inflammation.,"[{'entity1': 'IL-8', 'relationship': 'important in', 'entity2': 'molecular mechanisms'}, {'entity1': 'IL-10', 'relationship': 'important in', 'entity2': 'molecular mechanisms'}, {'entity1': 'c-MIM-1', 'relationship': 'contains', 'entity2': 'IL-8'}, {'entity1': 'c-MIM-1', 'relationship': 'contains', 'entity2': 'IL-10'}, {'entity1': 'c-MIM-1', 'relationship': 'assessed in', 'entity2': 'in vitro model of intestinal inflammation'}]","<s>[INST] Extract the entities and relationships from the following text: </s>[SYS] User prompt [/INST] Recent literature delineated the importance of IL-8 and IL-10 in the molecular mechanisms driving GI inflammatory diseases. The fact that c-MIM-1 includes ULD of IL-8 and LD of IL-10 in its formulation thus motivated the choice of assessing the cellular effects of this medicine in an in vitro model of intestinal inflammation. </s> Model answer <s>[{'entity1': 'IL-8', 'relationship': 'important in', 'entity2': 'molecular mechanisms'}, {'entity1': 'IL-10', 'relationship': 'important in', 'entity2': 'molecular mechanisms'}, {'entity1': 'c-MIM-1', 'relationship': 'contains', 'entity2': 'IL-8'}, {'entity1': 'c-MIM-1', 'relationship': 'contains', 'entity2': 'IL-10'}, {'entity1': 'c-MIM-1', 'relationship': 'assessed in', 'entity2': 'in vitro model of intestinal inflammation'}]</s>"
16,"In a more general approach, c-MIM-2 and c-MIM-3 have been investigated in vitro, on the immune axis in different cell types and inflamed experimental contexts. These two formulations employ ULD of IL-1β and TNF-α in association with ULD of PGE2, or ULD of IL-6, IL-13, and OSM, and LD of IL-10, or LD of TGF-β and IL-1Ra.","[{'entity1': 'c-MIM-2', 'relationship': 'investigated in', 'entity2': 'immune axis'}, {'entity1': 'c-MIM-3', 'relationship': 'investigated in', 'entity2': 'immune axis'}, {'entity1': 'c-MIM-2', 'relationship': 'contains', 'entity2': 'IL-1β'}, {'entity1': 'c-MIM-2', 'relationship': 'contains', 'entity2': 'TNF-α'}, {'entity1': 'c-MIM-2', 'relationship': 'contains', 'entity2': 'PGE2'}, {'entity1': 'c-MIM-3', 'relationship': 'contains', 'entity2': 'IL-6'}, {'entity1': 'c-MIM-3', 'relationship': 'contains', 'entity2': 'IL-13'}, {'entity1': 'c-MIM-3', 'relationship': 'contains', 'entity2': 'Oncostatin M'}, {'entity1': 'c-MIM-3', 'relationship': 'contains', 'entity2': 'IL-10'}, {'entity1': 'c-MIM-3', 'relationship': 'contains', 'entity2': 'Tumor growth factor β'}, {'entity1': 'c-MIM-3', 'relationship': 'contains', 'entity2': 'IL-1 receptor antagonist'}]","<s>[INST] Extract the entities and relationships from the following text: </s>[SYS] User prompt [/INST] In a more general approach, c-MIM-2 and c-MIM-3 have been investigated in vitro, on the immune axis in different cell types and inflamed experimental contexts. These two formulations employ ULD of IL-1β and TNF-α in association with ULD of PGE2, or ULD of IL-6, IL-13, and OSM, and LD of IL-10, or LD of TGF-β and IL-1Ra. </s> Model answer <s>[{'entity1': 'c-MIM-2', 'relationship': 'investigated in', 'entity2': 'immune axis'}, {'entity1': 'c-MIM-3', 'relationship': 'investigated in', 'entity2': 'immune axis'}, {'entity1': 'c-MIM-2', 'relationship': 'contains', 'entity2': 'IL-1β'}, {'entity1': 'c-MIM-2', 'relationship': 'contains', 'entity2': 'TNF-α'}, {'entity1': 'c-MIM-2', 'relationship': 'contains', 'entity2': 'PGE2'}, {'entity1': 'c-MIM-3', 'relationship': 'contains', 'entity2': 'IL-6'}, {'entity1': 'c-MIM-3', 'relationship': 'contains', 'entity2': 'IL-13'}, {'entity1': 'c-MIM-3', 'relationship': 'contains', 'entity2': 'Oncostatin M'}, {'entity1': 'c-MIM-3', 'relationship': 'contains', 'entity2': 'IL-10'}, {'entity1': 'c-MIM-3', 'relationship': 'contains', 'entity2': 'Tumor growth factor β'}, {'entity1': 'c-MIM-3', 'relationship': 'contains', 'entity2': 'IL-1 receptor antagonist'}]</s>"
17,"IL-6 is a pleiotropic cytokine playing important roles in hematopoiesis, bone metabolism, embryonic development, immunity, and host responses. Its expression is finely regulated at multiple levels, and when a dysregulated and persistent IL-6 expression occurs, it may lead to the development of various inflammatory-mediated diseases.","[{'entity1': 'IL-6', 'relationship': 'roles', 'entity2': 'hematopoiesis'}, {'entity1': 'IL-6', 'relationship': 'roles', 'entity2': 'bone metabolism'}, {'entity1': 'IL-6', 'relationship': 'roles', 'entity2': 'embryonic development'}, {'entity1': 'IL-6', 'relationship': 'roles', 'entity2': 'immunity'}, {'entity1': 'IL-6', 'relationship': 'expression', 'entity2': 'regulation'}, {'entity1': 'dysregulated IL-6 expression', 'relationship': 'leads to', 'entity2': 'inflammatory-mediated diseases'}]","<s>[INST] Extract the entities and relationships from the following text: </s>[SYS] User prompt [/INST] IL-6 is a pleiotropic cytokine playing important roles in hematopoiesis, bone metabolism, embryonic development, immunity, and host responses. Its expression is finely regulated at multiple levels, and when a dysregulated and persistent IL-6 expression occurs, it may lead to the development of various inflammatory-mediated diseases. </s> Model answer <s>[{'entity1': 'IL-6', 'relationship': 'roles', 'entity2': 'hematopoiesis'}, {'entity1': 'IL-6', 'relationship': 'roles', 'entity2': 'bone metabolism'}, {'entity1': 'IL-6', 'relationship': 'roles', 'entity2': 'embryonic development'}, {'entity1': 'IL-6', 'relationship': 'roles', 'entity2': 'immunity'}, {'entity1': 'IL-6', 'relationship': 'expression', 'entity2': 'regulation'}, {'entity1': 'dysregulated IL-6 expression', 'relationship': 'leads to', 'entity2': 'inflammatory-mediated diseases'}]</s>"
18,IL-13 is known to exert pleiotropic effects and to be involved in inflammatory-mediated diseases.,"[{'entity1': 'IL-13', 'relationship': 'effects', 'entity2': 'pleiotropic'}, {'entity1': 'IL-13', 'relationship': 'involved in', 'entity2': 'inflammatory-mediated diseases'}]","<s>[INST] Extract the entities and relationships from the following text: </s>[SYS] User prompt [/INST] IL-13 is known to exert pleiotropic effects and to be involved in inflammatory-mediated diseases. </s> Model answer <s>[{'entity1': 'IL-13', 'relationship': 'effects', 'entity2': 'pleiotropic'}, {'entity1': 'IL-13', 'relationship': 'involved in', 'entity2': 'inflammatory-mediated diseases'}]</s>"
19,"According to the results of a recent meta-analysis, patients suffering from depressive symptoms express higher levels of IL-6.","[{'entity1': 'patients', 'relationship': 'express', 'entity2': 'higher levels of IL-6'}, {'entity1': 'depressive symptoms', 'relationship': 'associated with', 'entity2': 'higher levels of IL-6'}]","<s>[INST] Extract the entities and relationships from the following text: </s>[SYS] User prompt [/INST] According to the results of a recent meta-analysis, patients suffering from depressive symptoms express higher levels of IL-6. </s> Model answer <s>[{'entity1': 'patients', 'relationship': 'express', 'entity2': 'higher levels of IL-6'}, {'entity1': 'depressive symptoms', 'relationship': 'associated with', 'entity2': 'higher levels of IL-6'}]</s>"
20,"IL-4 could modulate IL-1β-induced depressive behavior in rats, by inhibiting IL-1β-induced central glial activation and neurotransmitter alterations.","[{'entity1': 'IL-4', 'relationship': 'modulate', 'entity2': 'IL-1β-induced depressive behavior'}, {'entity1': 'IL-4', 'relationship': 'inhibiting', 'entity2': 'IL-1β-induced central glial activation'}, {'entity1': 'IL-4', 'relationship': 'inhibiting', 'entity2': 'neurotransmitter alterations'}]","<s>[INST] Extract the entities and relationships from the following text: </s>[SYS] User prompt [/INST] IL-4 could modulate IL-1β-induced depressive behavior in rats, by inhibiting IL-1β-induced central glial activation and neurotransmitter alterations. </s> Model answer <s>[{'entity1': 'IL-4', 'relationship': 'modulate', 'entity2': 'IL-1β-induced depressive behavior'}, {'entity1': 'IL-4', 'relationship': 'inhibiting', 'entity2': 'IL-1β-induced central glial activation'}, {'entity1': 'IL-4', 'relationship': 'inhibiting', 'entity2': 'neurotransmitter alterations'}]</s>"
